source-cph,source-count,source-date,target-cph,target-count,target-date,animal-type,haulier-id
45/106/0552,1,2024-11-23,43/101/6105,1,2024-11-24,OVI,H0091
45/106/0552,10,2024-07-21,18/109/4035,10,2024-07-23,OVI,H0067
14/106/1194,1,2024-04-04,19/106/0928,1,2024-04-05,BOV,H0042
45/101/7297,6,2024-10-27,19/103/4972,6,2024-10-29,BOV,H0093
44/112/6420,15,2024-07-30,46/106/8960,15,2024-07-30,POR,H0035
20/110/8104,7,2024-01-30,20/103/3608,7,2024-01-31,BOV,H0080
44/116/3299,8,2024-10-29,59/104/6331,8,2024-10-30,BOV,H0016
44/116/3299,24,2024-03-17,20/111/5586,24,2024-03-19,OVI,H0086
45/111/7641,10,2024-01-17,44/101/1013,10,2024-01-17,BOV,H0092
70/102/6747,37,2024-03-09,59/104/6331,37,2024-03-11,CERV,H0004
20/105/9566,10,2024-04-11,18/110/8187,10,2024-04-11,BOV,H0070
20/105/9566,19,2024-07-25,43/101/6105,19,2024-07-28,CERV,H0088
59/101/6657,8,2024-06-08,58/102/9234,8,2024-06-10,BOV,H0052
46/104/8944,10,2024-10-14,20/102/8452,10,2024-10-15,BOV,H0056
68/101/2845,37,2024-04-17,44/118/4884,37,2024-04-20,POR,H0065
45/106/0552,23,2024-09-28,46/107/7764,22,2024-09-30,POR,H0043
47/108/1420,7,2024-09-01,47/104/3940,7,2024-09-02,BOV,H0049
20/111/5586,10,2024-03-14,45/106/0552,10,2024-03-16,OVI,H0058
88/103/7882,4,2024-06-04,88/101/2558,4,2024-06-07,BOV,H0070
59/101/6657,1,2024-05-18,45/108/6808,1,2024-05-21,BOV,H0023
44/113/2793,16,2024-05-08,21/105/0410,16,2024-05-11,POR,H0054
44/114/8427,2,2024-11-02,44/103/2031,1,2024-11-05,BOV,H0012
59/101/6657,33,2024-09-14,47/106/2335,33,2024-09-17,CERV,H0097
87/101/0295,34,2024-03-27,94/101/2124,29,2024-03-29,POR,H0033
58/106/1499,2,2024-12-14,57/103/7768,2,2024-12-16,CERV,H0011
59/102/0681,6,2024-02-14,57/102/8978,6,2024-02-15,BOV,H0086
44/119/3088,9,2024-12-22,20/105/9566,7,2024-12-23,BOV,H0013
59/102/0681,8,2024-04-07,47/107/1950,8,2024-04-09,POR,H0061
21/111/1316,3,2024-04-14,18/113/8362,3,2024-04-17,BOV,H0064
57/103/7768,41,2024-01-02,47/103/5628,36,2024-01-02,OVI,H0100
86/103/1051,1,2024-04-20,83/103/4451,1,2024-04-20,BOV,H0065
20/111/5586,3,2024-02-20,59/105/3762,3,2024-02-22,BOV,H0020
45/108/6808,16,2024-07-21,43/106/8719,16,2024-07-22,CERV,H0087
44/104/6336,38,2024-02-10,43/102/2744,38,2024-02-11,OVI,H0063
44/118/4884,9,2024-08-06,21/102/2243,9,2024-08-09,BOV,H0024
46/107/7764,10,2024-01-10,20/105/9566,10,2024-01-11,BOV,H0013
61/101/7191,6,2024-10-21,72/102/0679,6,2024-10-21,BOV,H0001
70/102/6747,42,2024-02-10,65/101/4707,42,2024-02-13,POR,H0049
80/101/6034,53,2024-05-30,45/108/6808,53,2024-06-01,OVI,H0068
21/103/5444,33,2024-02-28,18/114/1531,29,2024-03-01,CERV,H0010
18/103/1134,20,2024-02-29,21/108/5832,20,2024-02-29,OVI,H0060
47/106/2335,36,2024-03-09,79/103/3637,36,2024-03-12,OVI,H0019
47/102/2370,1,2024-01-28,58/102/9234,1,2024-01-28,BOV,H0080
21/111/1316,34,2024-10-06,45/106/0552,34,2024-10-07,CERV,H0037
57/104/4358,8,2024-04-14,58/101/0855,8,2024-04-15,POR,H0015
44/115/0281,2,2024-11-03,19/101/6963,2,2024-11-04,POR,H0023
14/103/4165,4,2024-06-28,21/101/0374,4,2024-06-29,BOV,H0092
46/105/6171,3,2024-01-22,44/102/6848,3,2024-01-23,BOV,H0012
20/109/6169,8,2024-05-28,46/105/6171,8,2024-05-29,BOV,H0068
72/101/6646,7,2024-01-14,58/104/2683,7,2024-01-14,BOV,H0096
44/111/0907,8,2024-08-27,59/105/3762,8,2024-08-30,POR,H0095
44/112/6420,12,2024-06-19,20/102/8452,12,2024-06-20,POR,H0065
44/109/6112,3,2024-04-29,18/104/0164,3,2024-04-29,BOV,H0022
21/108/5832,20,2024-12-17,21/106/7308,20,2024-12-19,POR,H0027
47/105/8519,1,2024-04-11,57/103/7768,1,2024-04-11,BOV,H0078
58/103/4865,4,2024-01-15,58/101/0855,4,2024-01-18,OVI,H0042
44/106/6022,6,2024-05-29,57/103/7768,6,2024-06-01,BOV,H0063
18/110/8187,8,2024-08-11,44/101/1013,8,2024-08-14,BOV,H0079
21/107/3753,36,2024-04-26,43/110/7680,36,2024-04-26,OVI,H0084
44/106/6022,5,2024-06-22,46/106/8960,5,2024-06-23,BOV,H0042
14/106/1194,6,2024-03-24,18/112/5805,6,2024-03-27,OVI,H0022
43/108/3423,29,2024-03-11,45/110/2091,29,2024-03-12,POR,H0073
46/102/6489,36,2024-01-06,44/109/6112,34,2024-01-08,OVI,H0014
46/102/6489,4,2024-08-06,44/119/3088,4,2024-08-07,BOV,H0050
47/107/1950,10,2024-07-05,47/104/3940,10,2024-07-05,BOV,H0023
14/104/3572,2,2024-08-28,45/104/4653,2,2024-08-30,BOV,H0061
47/108/1420,7,2024-06-29,20/105/9566,7,2024-07-02,BOV,H0073
44/113/2793,26,2024-03-24,21/111/1316,25,2024-03-26,POR,H0008
45/101/7297,2,2024-06-01,46/103/9340,2,2024-06-01,POR,H0032
59/104/6331,8,2024-03-04,58/101/0855,8,2024-03-04,POR,H0097
19/105/6652,27,2024-12-21,75/103/0676,27,2024-12-24,CERV,H0060
43/106/8719,38,2024-03-07,19/105/6652,38,2024-03-09,CERV,H0073
44/104/6336,8,2024-03-19,20/101/1631,8,2024-03-19,BOV,H0058
21/102/2243,8,2024-08-26,45/104/4653,8,2024-08-26,BOV,H0017
60/101/5598,17,2024-06-28,21/110/1147,17,2024-06-29,POR,H0040
45/107/0562,29,2024-03-10,21/113/2293,29,2024-03-12,OVI,H0025
79/102/7075,6,2024-11-25,85/101/3152,6,2024-11-26,BOV,H0069
21/106/7308,31,2024-07-03,44/119/3088,31,2024-07-06,POR,H0023
76/101/4077,57,2024-11-17,58/104/2683,55,2024-11-19,POR,H0090
44/107/2090,2,2024-05-10,21/112/3914,2,2024-05-10,POR,H0079
46/101/1826,43,2024-11-06,20/109/6169,43,2024-11-08,POR,H0099
21/102/2243,18,2024-08-20,19/107/2569,18,2024-08-21,POR,H0075
47/107/1950,7,2024-06-26,47/101/0376,7,2024-06-27,BOV,H0091
20/109/6169,9,2024-08-20,45/109/5841,9,2024-08-23,BOV,H0022
20/110/8104,4,2024-06-08,58/102/9234,4,2024-06-08,BOV,H0050
58/105/9218,2,2024-04-09,47/105/8519,2,2024-04-10,BOV,H0035
18/102/0498,9,2024-07-22,58/105/9218,9,2024-07-23,POR,H0033
69/103/6603,7,2024-03-28,14/105/3675,7,2024-03-31,BOV,H0024
44/105/6859,5,2024-07-05,94/102/0130,5,2024-07-07,BOV,H0092
18/108/0556,20,2024-05-28,19/106/0928,20,2024-05-29,CERV,H0011
21/114/5617,5,2024-05-15,21/102/2243,5,2024-05-17,BOV,H0073
18/107/6213,11,2024-02-11,44/114/8427,11,2024-02-13,POR,H0023
61/102/6716,9,2024-07-06,21/109/6724,9,2024-07-06,BOV,H0021
47/106/2335,7,2024-09-08,58/102/9234,7,2024-09-09,BOV,H0033
74/101/2457,10,2024-09-13,81/101/9177,10,2024-09-16,BOV,H0023
46/107/7764,21,2024-11-14,19/103/4972,21,2024-11-17,OVI,H0048
58/103/4865,4,2024-02-01,45/102/5645,4,2024-02-04,BOV,H0041
18/108/0556,5,2024-04-22,57/101/7138,5,2024-04-24,CERV,H0062
20/107/0777,16,2024-08-26,63/101/5850,16,2024-08-27,POR,H0034
44/111/0907,2,2024-09-14,45/110/2091,2,2024-09-14,BOV,H0018
18/101/5435,16,2024-09-30,18/109/4035,16,2024-10-03,CERV,H0022
43/103/0734,53,2024-05-17,19/103/4972,53,2024-05-20,OVI,H0002
20/107/0777,38,2024-01-14,44/105/6859,38,2024-01-17,OVI,H0077
47/104/3940,8,2024-02-22,58/106/1499,3,2024-02-23,BOV,H0009
47/103/5628,1,2024-01-05,57/101/7138,1,2024-01-08,BOV,H0010
45/110/2091,10,2024-02-25,57/103/7768,10,2024-02-26,BOV,H0041
21/103/5444,13,2024-01-23,45/111/7641,13,2024-01-23,OVI,H0033
44/101/1013,11,2024-11-13,59/104/6331,11,2024-11-16,CERV,H0066
89/101/6280,3,2024-07-19,59/103/9713,3,2024-07-19,BOV,H0034
75/102/1580,19,2024-01-19,67/101/6113,19,2024-01-22,POR,H0080
14/101/5551,10,2024-08-19,45/101/7297,10,2024-08-21,BOV,H0021
19/105/6652,2,2024-05-22,21/104/7988,2,2024-05-24,BOV,H0018
43/108/3423,8,2024-09-07,20/109/6169,8,2024-09-08,BOV,H0032
81/103/1696,28,2024-06-30,64/102/2944,28,2024-07-02,POR,H0022
58/103/4865,21,2024-12-28,58/101/0855,21,2024-12-30,CERV,H0059
88/101/2558,14,2024-09-07,59/101/6657,14,2024-09-08,POR,H0076
44/108/6668,8,2024-08-28,44/114/8427,8,2024-08-29,BOV,H0050
21/106/7308,5,2024-02-21,44/101/1013,5,2024-02-21,BOV,H0048
58/101/0855,47,2024-02-22,47/102/2370,47,2024-02-24,POR,H0001
57/102/8978,1,2024-06-23,18/114/1531,1,2024-06-26,BOV,H0095
18/107/6213,6,2024-11-19,20/105/9566,6,2024-11-22,BOV,H0080
47/105/8519,1,2024-08-02,47/106/2335,1,2024-08-03,BOV,H0046
44/106/6022,7,2024-09-05,19/105/6652,7,2024-09-07,BOV,H0011
44/118/4884,5,2024-03-25,58/101/0855,5,2024-03-26,BOV,H0049
46/106/8960,59,2024-01-12,21/113/2293,59,2024-01-13,POR,H0036
18/108/0556,9,2024-11-06,21/110/1147,9,2024-11-07,BOV,H0042
14/102/1127,3,2024-11-24,43/101/6105,3,2024-11-25,BOV,H0061
58/102/9234,22,2024-08-16,14/103/4165,22,2024-08-19,CERV,H0088
88/103/7882,4,2024-05-09,21/111/1316,4,2024-05-11,BOV,H0094
44/109/6112,3,2024-08-02,86/103/1051,1,2024-08-05,BOV,H0076
46/103/9340,52,2024-03-27,58/102/9234,52,2024-03-28,POR,H0062
57/103/7768,12,2024-10-15,47/105/8519,12,2024-10-18,POR,H0042
46/106/8960,32,2024-10-26,81/103/1696,32,2024-10-26,POR,H0019
19/105/6652,9,2024-01-20,14/102/1127,9,2024-01-23,BOV,H0001
46/101/1826,2,2024-02-12,43/102/2744,2,2024-02-13,BOV,H0037
21/107/3753,21,2024-06-12,45/108/6808,21,2024-06-13,POR,H0089
59/103/9713,4,2024-11-07,59/104/6331,4,2024-11-10,BOV,H0049
89/101/6280,10,2024-02-06,85/101/3152,10,2024-02-08,BOV,H0017
76/102/4719,2,2024-09-18,61/101/7191,2,2024-09-20,OVI,H0019
44/115/0281,14,2024-07-27,18/106/4621,14,2024-07-27,OVI,H0009
47/101/0376,8,2024-03-14,57/102/8978,8,2024-03-15,BOV,H0084
45/110/2091,10,2024-04-06,45/103/2966,10,2024-04-07,BOV,H0089
59/102/0681,10,2024-02-13,58/102/9234,10,2024-02-16,BOV,H0007
59/102/0681,52,2024-02-01,70/102/6747,52,2024-02-03,OVI,H0038
46/103/9340,20,2024-11-30,19/103/4972,20,2024-12-03,POR,H0007
64/101/7039,41,2024-04-11,69/101/3188,41,2024-04-11,POR,H0029
18/102/0498,4,2024-12-16,21/105/0410,4,2024-12-16,POR,H0005
47/108/1420,32,2024-07-30,58/104/2683,32,2024-08-02,CERV,H0059
19/107/2569,22,2024-08-21,59/105/3762,22,2024-08-24,OVI,H0040
18/108/0556,10,2024-04-16,14/102/1127,10,2024-04-18,BOV,H0065
44/105/6859,5,2024-02-26,21/110/1147,5,2024-02-26,BOV,H0007
43/101/6105,37,2024-04-15,45/109/5841,37,2024-04-16,POR,H0007
59/103/9713,9,2024-05-07,47/108/1420,9,2024-05-08,OVI,H0084
44/101/1013,2,2024-12-01,79/103/3637,2,2024-12-03,BOV,H0044
69/102/7483,1,2024-05-08,72/102/0679,1,2024-05-08,BOV,H0056
45/106/0552,1,2024-05-24,14/105/3675,1,2024-05-24,OVI,H0041
58/104/2683,5,2024-09-16,57/104/4358,5,2024-09-19,BOV,H0056
21/102/2243,27,2024-05-05,20/107/0777,22,2024-05-07,CERV,H0085
45/110/2091,54,2024-08-20,21/116/1063,54,2024-08-21,POR,H0007
18/106/4621,7,2024-09-01,21/110/1147,7,2024-09-02,BOV,H0045
18/107/6213,4,2024-07-03,19/101/6963,4,2024-07-04,BOV,H0059
20/103/3608,6,2024-10-01,18/105/5476,6,2024-10-03,BOV,H0068
65/102/1500,38,2024-10-28,47/105/8519,38,2024-10-30,OVI,H0078
20/106/5240,6,2024-02-04,44/116/3299,6,2024-02-06,BOV,H0041
44/102/6848,20,2024-06-13,59/105/3762,20,2024-06-14,CERV,H0031
18/106/4621,6,2024-03-20,59/101/6657,6,2024-03-23,BOV,H0064
59/102/0681,8,2024-02-05,47/104/3940,8,2024-02-08,BOV,H0098
44/101/1013,49,2024-12-16,21/106/7308,49,2024-12-18,POR,H0049
44/111/0907,10,2024-04-26,45/101/7297,10,2024-04-29,BOV,H0063
21/107/3753,22,2024-09-14,44/119/3088,20,2024-09-14,POR,H0008
21/113/2293,8,2024-11-21,58/106/1499,7,2024-11-24,BOV,H0031
44/117/3237,3,2024-02-24,19/102/4665,3,2024-02-27,OVI,H0013
43/110/7680,8,2024-03-06,21/103/5444,8,2024-03-06,BOV,H0050
44/101/1013,3,2024-05-27,86/102/6401,3,2024-05-28,BOV,H0092
59/101/6657,13,2024-10-14,57/102/8978,13,2024-10-17,CERV,H0063
91/101/1280,59,2024-06-30,63/102/8960,59,2024-06-30,POR,H0055
19/107/2569,5,2024-08-27,65/103/7869,5,2024-08-27,CERV,H0089
44/109/6112,44,2024-08-03,44/115/0281,44,2024-08-06,OVI,H0072
78/102/7976,37,2024-05-02,47/103/5628,37,2024-05-05,CERV,H0033
21/112/3914,10,2024-06-09,18/112/5805,10,2024-06-09,BOV,H0090
19/109/2955,5,2024-10-27,46/101/1826,5,2024-10-29,OVI,H0054
59/103/9713,6,2024-03-17,64/101/7039,1,2024-03-19,BOV,H0051
47/105/8519,3,2024-03-15,47/108/1420,3,2024-03-18,BOV,H0073
18/113/8362,20,2024-12-24,18/106/4621,20,2024-12-27,OVI,H0075
21/112/3914,8,2024-09-16,43/106/8719,8,2024-09-19,BOV,H0095
20/106/5240,60,2024-06-26,18/109/4035,60,2024-06-27,POR,H0064
57/101/7138,4,2024-04-03,58/101/0855,4,2024-04-04,BOV,H0098
43/109/2637,6,2024-03-09,21/115/0282,6,2024-03-10,POR,H0001
20/107/0777,10,2024-02-26,70/103/8394,9,2024-02-29,BOV,H0050
18/110/8187,10,2024-09-14,21/113/2293,10,2024-09-17,BOV,H0032
45/101/7297,2,2024-07-04,14/106/1194,2,2024-07-06,POR,H0029
18/105/5476,12,2024-07-30,59/103/9713,12,2024-07-31,OVI,H0045
14/102/1127,6,2024-07-10,43/102/2744,6,2024-07-13,BOV,H0080
85/102/7800,10,2024-02-03,91/101/1280,10,2024-02-03,BOV,H0039
83/101/8622,14,2024-03-22,19/101/6963,14,2024-03-25,OVI,H0027
19/106/0928,20,2024-03-30,46/102/6489,20,2024-04-02,OVI,H0039
63/101/5850,6,2024-04-27,44/110/2404,6,2024-04-29,BOV,H0053
21/111/1316,45,2024-01-07,18/113/8362,45,2024-01-08,POR,H0070
21/116/1063,55,2024-12-26,44/115/0281,55,2024-12-28,OVI,H0065
80/103/4188,3,2024-10-14,71/103/6475,3,2024-10-16,BOV,H0026
60/102/2702,46,2024-12-01,20/105/9566,46,2024-12-02,OVI,H0065
19/104/6041,2,2024-04-17,59/102/0681,2,2024-04-20,OVI,H0055
45/101/7297,10,2024-03-30,43/102/2744,10,2024-03-30,BOV,H0084
44/115/0281,6,2024-05-23,18/108/0556,6,2024-05-25,BOV,H0002
20/110/8104,32,2024-03-29,45/111/7641,32,2024-03-31,CERV,H0004
20/111/5586,4,2024-02-25,47/101/0376,4,2024-02-26,BOV,H0020
76/101/4077,9,2024-08-17,76/103/4943,9,2024-08-19,OVI,H0054
21/109/6724,6,2024-05-07,43/109/2637,6,2024-05-07,BOV,H0048
46/106/8960,1,2024-02-04,20/106/5240,1,2024-02-05,BOV,H0090
21/105/0410,10,2024-10-04,67/103/7011,10,2024-10-04,BOV,H0065
18/113/8362,39,2024-09-16,44/114/8427,37,2024-09-17,OVI,H0001
45/107/0562,10,2024-09-11,78/102/7976,10,2024-09-14,BOV,H0035
58/101/0855,2,2024-06-29,57/103/7768,2,2024-07-02,BOV,H0053
43/110/7680,11,2024-02-25,57/102/8978,7,2024-02-27,CERV,H0085
46/106/8960,2,2024-03-08,46/102/6489,2,2024-03-10,CERV,H0072
93/101/2942,5,2024-06-12,43/108/3423,5,2024-06-15,BOV,H0062
58/101/0855,5,2024-05-01,14/103/4165,5,2024-05-04,OVI,H0044
47/106/2335,1,2024-10-25,47/104/3940,1,2024-10-25,BOV,H0090
43/108/3423,7,2024-09-20,21/114/5617,7,2024-09-21,BOV,H0019
83/101/8622,48,2024-07-05,43/106/8719,48,2024-07-06,POR,H0050
59/101/6657,19,2024-11-22,46/103/9340,19,2024-11-25,POR,H0004
45/104/4653,6,2024-07-28,43/104/0879,6,2024-07-28,BOV,H0091
47/106/2335,60,2024-01-01,57/102/8978,60,2024-01-02,POR,H0004
69/101/3188,14,2024-10-08,21/112/3914,14,2024-10-08,CERV,H0009
46/102/6489,37,2024-07-21,46/104/8944,37,2024-07-24,OVI,H0055
58/106/1499,13,2024-04-24,62/101/3385,13,2024-04-26,CERV,H0100
46/103/9340,7,2024-09-04,21/114/5617,7,2024-09-04,BOV,H0059
58/103/4865,45,2024-07-26,58/104/2683,45,2024-07-28,POR,H0063
58/101/0855,38,2024-09-01,45/104/4653,38,2024-09-01,OVI,H0041
44/104/6336,13,2024-02-08,44/105/6859,13,2024-02-11,OVI,H0033
67/103/7011,6,2024-08-05,69/101/3188,6,2024-08-08,BOV,H0096
66/102/1243,6,2024-09-14,59/105/3762,6,2024-09-17,BOV,H0069
43/106/8719,22,2024-02-18,19/109/2955,22,2024-02-19,OVI,H0076
21/104/7988,9,2024-09-10,58/101/0855,9,2024-09-10,OVI,H0088
45/104/4653,1,2024-02-16,14/102/1127,1,2024-02-18,BOV,H0050
45/105/3877,8,2024-01-07,44/106/6022,8,2024-01-07,BOV,H0004
43/109/2637,4,2024-08-18,43/102/2744,3,2024-08-19,POR,H0067
58/101/0855,7,2024-12-29,47/102/2370,7,2024-12-30,BOV,H0081
20/111/5586,4,2024-10-20,44/106/6022,4,2024-10-21,BOV,H0074
47/103/5628,10,2024-04-17,58/105/9218,10,2024-04-17,BOV,H0074
47/108/1420,25,2024-09-25,59/103/9713,25,2024-09-26,CERV,H0019
45/101/7297,23,2024-12-04,43/105/5797,23,2024-12-06,CERV,H0084
44/104/6336,7,2024-10-25,57/101/7138,7,2024-10-25,POR,H0026
47/103/5628,1,2024-03-26,44/104/6336,1,2024-03-28,OVI,H0009
45/110/2091,10,2024-10-28,59/105/3762,10,2024-10-28,BOV,H0094
73/102/0069,9,2024-10-04,83/103/4451,9,2024-10-07,OVI,H0087
45/104/4653,7,2024-11-19,20/105/9566,7,2024-11-22,BOV,H0022
59/105/3762,5,2024-06-07,19/102/4665,5,2024-06-07,CERV,H0083
18/103/1134,31,2024-09-30,14/106/1194,31,2024-10-03,POR,H0037
19/103/4972,13,2024-02-21,44/105/6859,13,2024-02-22,POR,H0053
19/101/6963,37,2024-11-20,21/104/7988,37,2024-11-23,POR,H0091
20/102/8452,7,2024-03-26,46/103/9340,7,2024-03-26,BOV,H0061
44/114/8427,36,2024-06-15,43/102/2744,36,2024-06-15,CERV,H0029
45/107/0562,5,2024-09-17,43/105/5797,5,2024-09-20,OVI,H0008
20/110/8104,26,2024-09-09,14/106/1194,26,2024-09-09,OVI,H0076
20/104/4395,56,2024-10-13,45/103/2966,56,2024-10-14,OVI,H0098
21/107/3753,3,2024-08-15,43/110/7680,3,2024-08-17,BOV,H0057
45/103/2966,10,2024-04-05,46/102/6489,10,2024-04-06,BOV,H0087
46/103/9340,8,2024-09-03,58/103/4865,8,2024-09-03,BOV,H0077
21/116/1063,31,2024-03-30,88/101/2558,31,2024-04-02,OVI,H0042
44/101/1013,5,2024-07-26,18/111/8115,5,2024-07-28,OVI,H0074
43/106/8719,6,2024-06-07,47/107/1950,6,2024-06-09,BOV,H0030
45/106/0552,23,2024-06-02,18/109/4035,23,2024-06-04,OVI,H0087
47/101/0376,55,2024-08-02,18/109/4035,55,2024-08-02,POR,H0091
20/101/1631,7,2024-02-22,21/116/1063,7,2024-02-22,POR,H0041
93/101/2942,4,2024-10-05,67/101/6113,4,2024-10-07,BOV,H0010
44/117/3237,7,2024-01-19,18/111/8115,7,2024-01-21,BOV,H0008
76/102/4719,55,2024-11-07,72/101/6646,56,2024-11-08,OVI,H0065
82/101/9575,38,2024-08-10,68/101/2845,38,2024-08-12,CERV,H0090
18/105/5476,21,2024-08-07,44/109/6112,21,2024-08-07,OVI,H0032
45/107/0562,23,2024-12-18,63/102/8960,23,2024-12-19,OVI,H0027
58/105/9218,10,2024-03-11,18/107/6213,7,2024-03-13,BOV,H0099
21/110/1147,2,2024-06-21,21/116/1063,2,2024-06-24,BOV,H0068
61/102/6716,9,2024-11-23,18/105/5476,9,2024-11-24,BOV,H0022
90/102/3072,59,2024-02-15,58/104/2683,59,2024-02-18,OVI,H0015
86/103/1051,25,2024-12-18,68/103/5543,25,2024-12-21,OVI,H0075
74/103/3523,7,2024-04-02,21/108/5832,7,2024-04-03,BOV,H0081
43/106/8719,9,2024-05-22,20/103/3608,9,2024-05-25,BOV,H0072
47/106/2335,27,2024-10-19,19/104/6041,27,2024-10-20,POR,H0016
20/108/0989,18,2024-12-30,47/102/2370,18,2024-12-31,OVI,H0090
21/110/1147,45,2024-07-19,21/101/0374,45,2024-07-20,POR,H0045
20/105/9566,56,2024-09-13,18/109/4035,56,2024-09-15,POR,H0036
20/104/4395,9,2024-06-11,21/102/2243,9,2024-06-12,BOV,H0011
45/103/2966,4,2024-04-25,44/107/2090,4,2024-04-25,BOV,H0026
20/106/5240,8,2024-12-07,88/101/2558,8,2024-12-09,BOV,H0079
20/103/3608,38,2024-10-06,14/102/1127,38,2024-10-09,CERV,H0047
44/114/8427,9,2024-08-11,21/114/5617,9,2024-08-12,BOV,H0012
19/109/2955,51,2024-09-25,46/104/8944,51,2024-09-28,OVI,H0023
44/116/3299,25,2024-11-16,83/102/4189,25,2024-11-17,POR,H0039
45/103/2966,9,2024-10-02,46/101/1826,9,2024-10-03,BOV,H0027
21/107/3753,6,2024-03-31,18/103/1134,6,2024-04-02,BOV,H0051
44/103/2031,14,2024-02-09,44/114/8427,14,2024-02-12,OVI,H0026
18/106/4621,19,2024-02-22,44/105/6859,19,2024-02-25,OVI,H0021
68/101/2845,10,2024-01-08,69/101/3188,10,2024-01-09,CERV,H0027
66/102/1243,10,2024-05-25,84/101/1826,10,2024-05-28,BOV,H0037
47/104/3940,28,2024-05-02,59/104/6331,28,2024-05-04,POR,H0084
60/102/2702,44,2024-02-18,74/101/2457,44,2024-02-18,OVI,H0092
47/106/2335,7,2024-03-14,77/102/0208,7,2024-03-16,BOV,H0047
19/109/2955,1,2024-06-18,47/108/1420,1,2024-06-21,BOV,H0079
86/104/7004,3,2024-06-29,21/115/0282,3,2024-06-29,BOV,H0098
59/103/9713,34,2024-01-19,44/103/2031,34,2024-01-22,POR,H0094
59/102/0681,1,2024-07-18,86/103/1051,1,2024-07-18,BOV,H0038
43/101/6105,2,2024-11-09,21/102/2243,2,2024-11-11,BOV,H0026
59/101/6657,7,2024-03-09,58/103/4865,3,2024-03-11,POR,H0036
18/113/8362,7,2024-10-06,21/103/5444,7,2024-10-08,BOV,H0041
86/104/7004,3,2024-06-27,58/105/9218,1,2024-06-27,BOV,H0023
44/110/2404,50,2024-04-09,60/103/8586,50,2024-04-11,OVI,H0035
84/101/1826,1,2024-02-04,81/102/0810,1,2024-02-04,OVI,H0088
19/108/4032,9,2024-03-27,43/110/7680,9,2024-03-28,BOV,H0085
82/104/8486,2,2024-08-10,60/104/2954,2,2024-08-13,CERV,H0013
44/101/1013,4,2024-03-03,46/102/6489,4,2024-03-06,BOV,H0098
19/108/4032,6,2024-02-03,44/102/6848,6,2024-02-04,BOV,H0073
68/104/7717,19,2024-10-23,20/110/8104,19,2024-10-24,POR,H0021
43/111/5983,33,2024-02-06,44/112/6420,28,2024-02-08,OVI,H0084
45/111/7641,56,2024-03-12,44/111/0907,58,2024-03-12,POR,H0057
72/103/5366,3,2024-08-08,20/107/0777,3,2024-08-09,BOV,H0043
94/103/3605,31,2024-12-30,58/105/9218,31,2024-12-31,OVI,H0036
80/104/9106,15,2024-05-31,94/103/3605,15,2024-06-01,POR,H0007
18/111/8115,11,2024-03-27,18/103/1134,11,2024-03-30,CERV,H0033
58/104/2683,51,2024-04-27,57/103/7768,46,2024-04-29,OVI,H0038
19/102/4665,15,2024-07-20,18/108/0556,15,2024-07-22,CERV,H0033
43/111/5983,18,2024-10-14,21/111/1316,18,2024-10-16,POR,H0095
58/105/9218,1,2024-11-23,47/104/3940,1,2024-11-25,BOV,H0013
19/102/4665,4,2024-10-29,44/105/6859,4,2024-10-29,BOV,H0066
44/101/1013,1,2024-05-19,44/104/6336,1,2024-05-22,BOV,H0085
45/104/4653,54,2024-10-12,21/101/0374,54,2024-10-13,POR,H0028
19/102/4665,1,2024-09-04,18/103/1134,1,2024-09-06,BOV,H0037
45/109/5841,15,2024-12-20,20/102/8452,15,2024-12-20,POR,H0061
14/103/4165,1,2024-12-29,18/104/0164,1,2024-12-31,CERV,H0046
43/111/5983,33,2024-09-28,14/105/3675,33,2024-10-01,POR,H0043
62/102/8014,4,2024-05-22,63/103/3682,4,2024-05-25,BOV,H0052
19/109/2955,3,2024-07-12,20/111/5586,3,2024-07-12,BOV,H0099
45/105/3877,31,2024-03-16,18/102/0498,31,2024-03-16,OVI,H0072
46/103/9340,7,2024-04-17,20/105/9566,7,2024-04-18,BOV,H0046
19/101/6963,38,2024-01-03,59/102/0681,38,2024-01-05,POR,H0028
59/103/9713,8,2024-03-11,59/101/6657,8,2024-03-14,OVI,H0078
44/108/6668,24,2024-08-08,58/104/2683,24,2024-08-11,CERV,H0072
44/102/6848,4,2024-02-20,19/107/2569,4,2024-02-23,POR,H0026
44/102/6848,30,2024-05-13,43/109/2637,30,2024-05-13,POR,H0032
44/109/6112,5,2024-09-20,43/108/3423,5,2024-09-21,BOV,H0097
57/103/7768,10,2024-07-02,59/104/6331,10,2024-07-03,BOV,H0077
45/108/6808,57,2024-01-22,44/112/6420,57,2024-01-24,OVI,H0025
46/102/6489,54,2024-05-01,21/113/2293,54,2024-05-03,OVI,H0091
19/102/4665,10,2024-06-04,70/102/6747,10,2024-06-07,BOV,H0043
19/102/4665,8,2024-01-19,44/119/3088,8,2024-01-21,BOV,H0098
58/101/0855,37,2024-09-30,57/104/4358,39,2024-09-30,POR,H0078
44/112/6420,25,2024-10-21,45/107/0562,22,2024-10-24,OVI,H0058
44/111/0907,1,2024-12-17,45/101/7297,1,2024-12-19,BOV,H0003
21/105/0410,7,2024-10-24,21/107/3753,7,2024-10-24,BOV,H0007
57/104/4358,19,2024-12-27,59/105/3762,19,2024-12-30,OVI,H0041
